1.445849242727685446e+00,-2.113634600679470121e-01,4.205672239239714727e-02,-1.505073366882395680e+00,-6.972455562039148180e-01,1.375398396187557326e+00,-9.229841877333727629e-02,8.315881675365119907e-01,3.795702245640035222e-01,2.037694269083548448e+00,-1.380727048468122220e+00,6.335224106092016694e-01,-9.032168235261576195e-01,1.936901353561650690e-02,4.980148633317026952e-01,9.974073185471519221e-01
-1.031043586555343783e+00,9.373421303765900880e-01,1.516237480214493116e+00,-8.952424606812872110e-01,4.464648776887276682e-01,1.150220934864835343e+00,-1.278170402077275780e-01,-1.545649931824642775e-01,-1.245352140860416013e+00,-1.354551648516287010e-01,9.923389330724087243e-01,-2.115123217279403889e+00,5.051859423080988787e-01,-2.665336500539623454e-01,2.064892919937516280e-01,1.191355559222932348e+00
5.184612943826385489e-01,-1.101089863250588108e+00,4.366516085943961678e-01,1.148075711177598546e+00,5.246890383137446934e-01,1.014015073069442163e+00,-6.374838042925291548e-01,-7.801882390692338465e-01,1.091422348842759016e+00,-2.101224966468427380e-01,-1.076804607976461714e+00,-6.758542166947751895e-01,-1.342865201368554695e+00,-3.504290942930770592e-01,-1.695097240147656503e+00,8.414725436180529039e-01
-6.912263351465403050e-01,1.573790745542985814e+00,9.246009515970364523e-02,-2.774002389398133039e-01,-8.299083401972974228e-01,-1.656202142099743105e-02,-6.064817105327240387e-01,2.169150052428690800e-01,-9.970663311001501383e-02,-3.692544613935401787e-01,-5.956066357908353925e-01,-1.071736520362246203e+00,-3.640326439854143364e-02,1.122110012611967633e+00,2.021628749116213708e+00,6.908889219676146443e-01
9.021312026646199911e-01,-7.809010460772137785e-01,-2.309556072129866355e-01,9.535330644244635057e-01,1.494768454257468848e+00,-5.869567887828384262e-02,-1.773401269076718689e+00,-1.467171674384113167e-01,4.506791183042690441e-01,7.419716394344175181e-02,-1.094357772323132583e+00,8.569351695048643691e-02,-6.518096291838593181e-01,-3.796341178142645378e-01,1.339331436179316492e+00,1.366775701396509834e+00
2.670626640122164552e-01,-1.096035085706863699e+00,-1.739834202542100972e-01,-3.582350572624632967e-01,-1.612024971831760344e-03,-9.126748629570498039e-01,1.005876025196450030e+00,6.946770027240098955e-01,-6.956202738556008791e-01,6.713339717773331161e-01,1.268470698584214684e+00,-5.770096845010436182e-01,-1.332922490397263626e+00,1.541501947353242363e-01,-2.710788465725403884e-01,-9.569801873014736060e-01
-1.864001533858396620e+00,-1.700963221121087054e-01,-3.749175999648111657e-01,-5.087674183596390121e-01,1.530479713300967992e+00,-1.251665763227101769e+00,-1.925838741665163001e+00,-4.882580817634040171e-01,-1.262515175772930931e+00,3.857899804974414537e-01,8.011311295282566025e-01,-2.220093379084588925e+00,1.374179303363287197e+00,-1.810268374930127100e-01,-1.541561375970263770e+00,7.798438984894613402e-01
3.931116412487998812e-01,1.703844437353482899e+00,2.014237569594180322e+00,-9.136041129717981102e-01,3.891256177093915247e-01,-2.889268667364184306e-01,-5.447618744298843296e-01,5.170883436527093924e-01,3.894561703060668290e-01,-4.214277630665057561e-01,-5.448313730343193884e-01,-5.691207545098821985e-01,-1.462296008744894182e+00,2.629399120130941347e-01,-2.672453345434004923e-01,-1.553954186134500481e-01
6.155010332557058622e-02,1.550868226322304588e+00,-1.155196272777601285e+00,5.792175405950260592e-01,-8.686755499605728348e-01,7.070170365391696965e-01,7.456786602004857878e-01,9.581556402040161124e-01,4.296138975106854052e-01,7.043397081713242969e-01,-6.561400076197680953e-01,1.010588553322683492e+00,-9.277364434430802609e-01,7.451856084892848064e-02,-8.436426839320234627e-01,2.590700418680766393e-01
-1.457367001097585879e+00,4.517255334901396635e-01,-9.545635993592037627e-01,2.295204257870669728e+00,-1.628636047311688151e-01,-1.150940482172860380e+00,1.894383279243871121e-01,-2.651027986860788888e-01,-1.650476775945875163e+00,-6.800617893354314880e-01,-6.523246047020900829e-01,1.234032070918752999e-01,-3.475276692490980035e-01,1.361623679712111512e+00,1.863631396478775182e+00,6.568527102056266331e-01
