6.415201616413696017e-01,1.860389823677698784e+00,-8.566174557291603708e-01,1.473641952754044304e+00,2.137863165767956986e+00,2.622536003077010069e-01,8.772573779761783097e-01,-6.787318055672949768e+00,1.104662614673570964e+00,1.774255039426690272e+00
-3.062878667768081264e+00,-1.896385158330323728e+00,-4.430937832203733606e+00,1.811931267690814806e+00,6.667495192430958895e-01,2.626218573743609230e+00,-2.596224374849251060e+00,1.439992654795936300e+00,2.684297592379422781e+00,3.189837696564493008e+00
9.289923820936898391e-01,-2.003898601958323145e+00,-1.852368654295609152e-01,1.770973914105920644e+00,6.570470256662647168e-01,2.090608563177892010e-01,-3.777971987211572014e+00,1.049180508005761014e+00,1.571501349925606750e+00,2.048917898819734074e+00
-1.074535959909732385e+00,-5.889377112611752230e-01,7.896947314118456518e-01,4.716321987216227640e-01,5.074357390105603827e+00,-3.033831735025976917e-02,-1.382052462235507262e+00,-1.433854137627186276e+00,-9.982765496167664843e-01,-2.844389344052225876e+00
1.875556453177125826e+00,-1.767007883517882405e+00,-2.358497183967243505e+00,-4.555220632905990108e+00,2.097599198524208841e+00,4.092291496123384498e+00,2.822592829174936480e+00,9.615623588155295387e-01,2.472064695575417470e-01,2.262518006859906450e+00
-8.049203876054696893e-01,-1.258917948491311334e+00,-1.253079821569635710e+00,-1.445133449760329647e-01,-6.637221501296330928e-01,-1.937456261839048510e+00,-1.441483386954712786e+00,-1.472539236482730107e+00,-6.388238700722093100e-01,-2.476468823178256340e+00
7.572216374077404000e-01,-1.189191175369154890e-01,-2.892786360956873803e+00,-4.151581820615064977e+00,2.005937737005540011e+00,-3.309388188586871227e+00,2.618092402967993948e+00,1.944538989739462931e+00,-3.757832942342382410e+00,2.202142895456933314e+00
5.423616172345230302e-01,1.739138523193756170e-01,1.148245049179913851e-01,-4.340861423894813997e-01,-3.415291905531574024e+00,-1.543538752446890649e+00,-2.320313396070930345e+00,-1.400295761833380448e+00,-2.191717116247952735e+00,-1.868916967302111543e+00
-3.832871627370979528e+00,3.241064089853199270e+00,-2.774671870450881705e+00,-1.452710826999787708e+00,-1.169949145745655894e+00,-1.263159144214409002e+00,1.732838728178905496e+00,-1.895697843083733680e+00,2.712897838464953360e+00,9.446226684325458312e-01
-1.989027351552997924e+00,-2.402640389740613891e+00,-4.521440373831472348e-01,8.380938789287379898e-01,2.756539612532293848e-02,-7.003062374074757734e-01,1.475633369392674643e+00,4.630826773739683544e-01,8.034680273034991438e-02,-2.126004443315544779e-01
2.648556733820372600e+00,-1.087643234298359074e+00,-1.465905716544442239e-01,-1.333514231875896128e+00,2.830069327758381603e-01,-2.780173644622337292e+00,-1.418887847619854981e+00,-6.748922315330332378e-01,2.781446255034754067e+00,-2.063073961994469130e+00
2.038998377955603569e+00,-4.920553449251956479e+00,1.574789892433219096e+00,-8.531563238625513579e-01,-2.371215722525700453e+00,1.100497371430890103e+00,3.518962386688471167e+00,-1.069157654060463480e+00,2.522668056688525340e+00,-2.056947096223706861e+00
-3.739353005116234474e+00,-2.440806566983274806e+00,2.665607722135536317e+00,-5.790300054990404899e-01,-1.852888994229982822e-01,-4.571643870200907678e+00,4.546060075552326163e-01,1.450468125092618576e+00,1.524197893891387379e+00,7.946882492337559167e-01
-2.750487999312558163e+00,2.585687027262296489e+00,1.101342692330878448e+00,-2.114978804758141262e+00,1.130647382849492510e+00,8.372565798578015528e-01,8.011123681174470157e-01,-1.552615003710219876e-01,1.329122369924138125e+00,-1.122828621220412826e+00
-1.963338866258430127e+00,-1.283643257197009335e+00,2.252786984809546755e+00,-3.095380770992263719e-01,2.934347818077096548e-01,-4.268418092758662907e-01,3.321853822173583271e-01,6.338772079508764312e-01,-1.903447719486404122e+00,-4.342966747531391114e+00
-5.715303370809936556e-01,1.670815722419290550e+00,-3.379816695038290186e-01,-1.142330452747187586e+00,-2.245127885169461379e+00,5.727727232046000427e-01,-1.285614774268809546e+00,-2.826046369496450494e-01,-3.028234228760593449e+00,-1.671253829423946957e+00
